gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,math_score_sqrt,reading_score_sqrt,writing_score_sqrt
female,group C,high school,free/reduced,none,35,53,46,5.916079783099616,7.280109889280518,6.782329983125268
male,group D,high school,standard,none,72,66,66,8.48528137423857,8.12403840463596,8.12403840463596
female,group B,associate's degree,free/reduced,none,54,65,65,7.3484692283495345,8.06225774829855,8.06225774829855
male,group D,high school,free/reduced,none,74,70,69,8.602325267042627,8.366600265340756,8.306623862918075
male,group E,some high school,standard,completed,74,64,60,8.602325267042627,8.0,7.745966692414834
male,group E,associate's degree,free/reduced,none,64,56,52,8.0,7.483314773547883,7.211102550927978
female,group D,high school,free/reduced,completed,65,61,71,8.06225774829855,7.810249675906654,8.426149773176359
male,group E,associate's degree,free/reduced,completed,46,43,44,6.782329983125268,6.557438524302,6.6332495807108
female,group C,some high school,free/reduced,none,48,56,51,6.928203230275509,7.483314773547883,7.14142842854285
male,group C,some college,free/reduced,completed,67,74,70,8.18535277187245,8.602325267042627,8.366600265340756
male,group D,some college,free/reduced,none,62,57,62,7.874007874011811,7.54983443527075,7.874007874011811
male,group D,associate's degree,free/reduced,completed,61,71,73,7.810249675906654,8.426149773176359,8.54400374531753
male,group C,bachelor's degree,free/reduced,completed,70,75,74,8.366600265340756,8.660254037844387,8.602325267042627
male,group C,associate's degree,standard,completed,98,87,90,9.899494936611665,9.327379053088816,9.486832980505138
male,group D,some college,free/reduced,none,70,63,58,8.366600265340756,7.937253933193772,7.615773105863909
male,group A,associate's degree,standard,none,67,57,53,8.18535277187245,7.54983443527075,7.280109889280518
female,group E,high school,free/reduced,none,57,58,57,7.54983443527075,7.615773105863909,7.54983443527075
male,group D,some college,standard,completed,85,81,85,9.219544457292887,9.0,9.219544457292887
male,group D,some high school,standard,completed,77,68,69,8.774964387392123,8.246211251235321,8.306623862918075
male,group C,master's degree,free/reduced,completed,72,66,72,8.48528137423857,8.12403840463596,8.48528137423857
female,group D,master's degree,standard,none,78,91,96,8.831760866327848,9.539392014169456,9.797958971132712
male,group C,high school,standard,none,81,66,64,9.0,8.12403840463596,8.0
male,group A,some high school,free/reduced,completed,61,62,61,7.810249675906654,7.874007874011811,7.810249675906654
female,group B,high school,standard,none,58,68,61,7.615773105863909,8.246211251235321,7.810249675906654
female,group C,associate's degree,standard,none,54,61,58,7.3484692283495345,7.810249675906654,7.615773105863909
male,group B,high school,standard,none,82,82,80,9.055385138137417,9.055385138137417,8.94427190999916
female,group D,some college,free/reduced,none,49,58,60,7.0,7.615773105863909,7.745966692414834
male,group B,some high school,free/reduced,completed,49,50,52,7.0,7.0710678118654755,7.211102550927978
female,group E,high school,free/reduced,completed,57,75,73,7.54983443527075,8.660254037844387,8.54400374531753
male,group E,high school,standard,none,94,73,71,9.695359714832659,8.54400374531753,8.426149773176359
female,group D,some college,standard,completed,75,77,83,8.660254037844387,8.774964387392123,9.1104335791443
female,group E,some high school,free/reduced,none,74,74,72,8.602325267042627,8.602325267042627,8.48528137423857
male,group C,high school,standard,completed,58,52,54,7.615773105863909,7.211102550927978,7.3484692283495345
female,group C,some college,standard,none,62,69,69,7.874007874011811,8.306623862918075,8.306623862918075
male,group E,associate's degree,standard,none,72,57,62,8.48528137423857,7.54983443527075,7.874007874011811
male,group C,some college,standard,none,84,87,81,9.16515138991168,9.327379053088816,9.0
female,group D,master's degree,standard,none,92,100,100,9.591663046625438,10.0,10.0
female,group D,high school,standard,none,45,63,59,6.708203932499369,7.937253933193772,7.681145747868608
male,group C,high school,standard,none,75,81,71,8.660254037844387,9.0,8.426149773176359
female,group A,some college,standard,none,56,58,64,7.483314773547883,7.615773105863909,8.0
female,group D,some high school,free/reduced,none,48,54,53,6.928203230275509,7.3484692283495345,7.280109889280518
female,group E,associate's degree,standard,none,100,100,100,10.0,10.0,10.0
female,group C,some high school,free/reduced,completed,65,76,75,8.06225774829855,8.717797887081348,8.660254037844387
male,group D,some college,standard,none,72,57,58,8.48528137423857,7.54983443527075,7.615773105863909
female,group D,some college,standard,none,62,70,72,7.874007874011811,8.366600265340756,8.48528137423857
male,group A,some high school,standard,completed,66,68,64,8.12403840463596,8.246211251235321,8.0
male,group C,some college,standard,none,63,63,60,7.937253933193772,7.937253933193772,7.745966692414834
female,group E,associate's degree,standard,none,68,76,67,8.246211251235321,8.717797887081348,8.18535277187245
female,group B,bachelor's degree,standard,none,75,84,80,8.660254037844387,9.16515138991168,8.94427190999916
female,group D,bachelor's degree,standard,none,89,100,100,9.433981132056603,10.0,10.0
male,group C,some high school,standard,completed,78,72,69,8.831760866327848,8.48528137423857,8.306623862918075
female,group A,high school,free/reduced,completed,53,50,60,7.280109889280518,7.0710678118654755,7.745966692414834
female,group D,some college,free/reduced,none,49,65,61,7.0,8.06225774829855,7.810249675906654
female,group A,some college,standard,none,54,63,67,7.3484692283495345,7.937253933193772,8.18535277187245
female,group C,some college,standard,completed,64,82,77,8.0,9.055385138137417,8.774964387392123
male,group B,some college,free/reduced,completed,60,62,60,7.745966692414834,7.874007874011811,7.745966692414834
male,group C,associate's degree,standard,none,62,65,58,7.874007874011811,8.06225774829855,7.615773105863909
male,group D,high school,standard,completed,55,41,48,7.416198487095663,6.4031242374328485,6.928203230275509
female,group C,associate's degree,standard,none,91,95,94,9.539392014169456,9.746794344808963,9.695359714832659
female,group B,high school,free/reduced,none,8,24,23,2.8284271247461903,4.898979485566356,4.795831523312719
male,group D,some high school,standard,none,81,78,78,9.0,8.831760866327848,8.831760866327848
male,group B,some high school,standard,completed,79,85,86,8.888194417315589,9.219544457292887,9.273618495495704
female,group A,some college,standard,completed,78,87,91,8.831760866327848,9.327379053088816,9.539392014169456
female,group C,some high school,standard,none,74,75,82,8.602325267042627,8.660254037844387,9.055385138137417
male,group A,high school,standard,none,57,51,54,7.54983443527075,7.14142842854285,7.3484692283495345
female,group C,associate's degree,standard,none,40,59,51,6.324555320336759,7.681145747868608,7.14142842854285
male,group E,some high school,standard,completed,81,75,76,9.0,8.660254037844387,8.717797887081348
female,group A,some high school,free/reduced,none,44,45,45,6.6332495807108,6.708203932499369,6.708203932499369
female,group D,some college,free/reduced,completed,67,86,83,8.18535277187245,9.273618495495704,9.1104335791443
male,group E,high school,free/reduced,completed,86,81,75,9.273618495495704,9.0,8.660254037844387
female,group B,some high school,standard,completed,65,82,78,8.06225774829855,9.055385138137417,8.831760866327848
female,group D,associate's degree,free/reduced,none,55,76,76,7.416198487095663,8.717797887081348,8.717797887081348
female,group D,bachelor's degree,free/reduced,none,62,72,74,7.874007874011811,8.48528137423857,8.602325267042627
male,group A,high school,standard,none,63,63,62,7.937253933193772,7.937253933193772,7.874007874011811
female,group E,master's degree,standard,completed,88,99,95,9.38083151964686,9.9498743710662,9.746794344808963
male,group C,high school,free/reduced,none,62,55,55,7.874007874011811,7.416198487095663,7.416198487095663
female,group C,high school,free/reduced,completed,59,71,65,7.681145747868608,8.426149773176359,8.06225774829855
female,group D,some college,standard,completed,68,78,77,8.246211251235321,8.831760866327848,8.774964387392123
female,group D,some college,free/reduced,none,77,86,86,8.774964387392123,9.273618495495704,9.273618495495704
