gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,math_score_log,reading_score_log,writing_score_log
male,group B,high school,free/reduced,none,36,29,27,3.6109179126442243,3.4011973816621555,3.332204510175204
female,group B,some high school,free/reduced,completed,63,78,79,4.1588830833596715,4.3694478524670215,4.382026634673881
male,group D,associate's degree,standard,completed,67,54,63,4.219507705176107,4.007333185232471,4.1588830833596715
female,group D,some high school,standard,completed,65,78,82,4.189654742026425,4.3694478524670215,4.418840607796598
male,group D,master's degree,standard,none,85,84,89,4.454347296253507,4.442651256490317,4.499809670330265
female,group C,master's degree,standard,none,73,78,74,4.30406509320417,4.3694478524670215,4.31748811353631
female,group A,high school,free/reduced,completed,34,48,41,3.5553480614894135,3.8918202981106265,3.7376696182833684
female,group D,bachelor's degree,free/reduced,completed,93,100,100,4.543294782270004,4.61512051684126,4.61512051684126
female,group D,some high school,free/reduced,none,67,84,84,4.219507705176107,4.442651256490317,4.442651256490317
male,group D,some college,standard,none,88,77,77,4.48863636973214,4.356708826689592,4.356708826689592
male,group B,high school,standard,none,57,48,51,4.060443010546419,3.8918202981106265,3.9512437185814275
female,group D,some college,standard,completed,79,84,91,4.382026634673881,4.442651256490317,4.5217885770490405
female,group C,bachelor's degree,free/reduced,none,67,75,72,4.219507705176107,4.330733340286331,4.290459441148391
male,group E,bachelor's degree,standard,completed,70,64,70,4.2626798770413155,4.174387269895637,4.2626798770413155
male,group D,bachelor's degree,free/reduced,none,50,42,48,3.9318256327243257,3.7612001156935624,3.8918202981106265
female,group A,some college,standard,none,69,84,82,4.248495242049359,4.442651256490317,4.418840607796598
female,group C,bachelor's degree,standard,completed,52,61,66,3.970291913552122,4.127134385045092,4.204692619390966
female,group C,bachelor's degree,free/reduced,completed,47,62,66,3.871201010907891,4.143134726391533,4.204692619390966
female,group B,associate's degree,free/reduced,none,46,61,55,3.8501476017100584,4.127134385045092,4.02535169073515
female,group E,some college,standard,none,68,70,66,4.23410650459726,4.2626798770413155,4.204692619390966
male,group E,bachelor's degree,standard,completed,100,100,100,4.61512051684126,4.61512051684126,4.61512051684126
female,group C,high school,standard,none,44,61,52,3.8066624897703196,4.127134385045092,3.970291913552122
female,group C,associate's degree,standard,completed,57,77,80,4.060443010546419,4.356708826689592,4.394449154672439
male,group B,some college,standard,completed,91,96,91,4.5217885770490405,4.574710978503383,4.5217885770490405
male,group D,high school,free/reduced,none,69,70,67,4.248495242049359,4.2626798770413155,4.219507705176107
female,group C,high school,free/reduced,none,35,53,46,3.58351893845611,3.9889840465642745,3.8501476017100584
male,group D,high school,standard,none,72,66,66,4.290459441148391,4.204692619390966,4.204692619390966
female,group B,associate's degree,free/reduced,none,54,65,65,4.007333185232471,4.189654742026425,4.189654742026425
male,group D,high school,free/reduced,none,74,70,69,4.31748811353631,4.2626798770413155,4.248495242049359
male,group E,some high school,standard,completed,74,64,60,4.31748811353631,4.174387269895637,4.110873864173311
male,group E,associate's degree,free/reduced,none,64,56,52,4.174387269895637,4.04305126783455,3.970291913552122
female,group D,high school,free/reduced,completed,65,61,71,4.189654742026425,4.127134385045092,4.276666119016055
male,group E,associate's degree,free/reduced,completed,46,43,44,3.8501476017100584,3.784189633918261,3.8066624897703196
female,group C,some high school,free/reduced,none,48,56,51,3.8918202981106265,4.04305126783455,3.9512437185814275
male,group C,some college,free/reduced,completed,67,74,70,4.219507705176107,4.31748811353631,4.2626798770413155
male,group D,some college,free/reduced,none,62,57,62,4.143134726391533,4.060443010546419,4.143134726391533
male,group D,associate's degree,free/reduced,completed,61,71,73,4.127134385045092,4.276666119016055,4.30406509320417
male,group C,bachelor's degree,free/reduced,completed,70,75,74,4.2626798770413155,4.330733340286331,4.31748811353631
male,group C,associate's degree,standard,completed,98,87,90,4.59511985013459,4.477336814478207,4.51085950651685
male,group D,some college,free/reduced,none,70,63,58,4.2626798770413155,4.1588830833596715,4.07753744390572
male,group A,associate's degree,standard,none,67,57,53,4.219507705176107,4.060443010546419,3.9889840465642745
female,group E,high school,free/reduced,none,57,58,57,4.060443010546419,4.07753744390572,4.060443010546419
male,group D,some college,standard,completed,85,81,85,4.454347296253507,4.406719247264253,4.454347296253507
male,group D,some high school,standard,completed,77,68,69,4.356708826689592,4.23410650459726,4.248495242049359
male,group C,master's degree,free/reduced,completed,72,66,72,4.290459441148391,4.204692619390966,4.290459441148391
female,group D,master's degree,standard,none,78,91,96,4.3694478524670215,4.5217885770490405,4.574710978503383
male,group C,high school,standard,none,81,66,64,4.406719247264253,4.204692619390966,4.174387269895637
male,group A,some high school,free/reduced,completed,61,62,61,4.127134385045092,4.143134726391533,4.127134385045092
female,group B,high school,standard,none,58,68,61,4.07753744390572,4.23410650459726,4.127134385045092
female,group C,associate's degree,standard,none,54,61,58,4.007333185232471,4.127134385045092,4.07753744390572
male,group B,high school,standard,none,82,82,80,4.418840607796598,4.418840607796598,4.394449154672439
female,group D,some college,free/reduced,none,49,58,60,3.912023005428146,4.07753744390572,4.110873864173311
male,group B,some high school,free/reduced,completed,49,50,52,3.912023005428146,3.9318256327243257,3.970291913552122
female,group E,high school,free/reduced,completed,57,75,73,4.060443010546419,4.330733340286331,4.30406509320417
male,group E,high school,standard,none,94,73,71,4.553876891600541,4.30406509320417,4.276666119016055
female,group D,some college,standard,completed,75,77,83,4.330733340286331,4.356708826689592,4.430816798843313
female,group E,some high school,free/reduced,none,74,74,72,4.31748811353631,4.31748811353631,4.290459441148391
male,group C,high school,standard,completed,58,52,54,4.07753744390572,3.970291913552122,4.007333185232471
female,group C,some college,standard,none,62,69,69,4.143134726391533,4.248495242049359,4.248495242049359
male,group E,associate's degree,standard,none,72,57,62,4.290459441148391,4.060443010546419,4.143134726391533
male,group C,some college,standard,none,84,87,81,4.442651256490317,4.477336814478207,4.406719247264253
female,group D,master's degree,standard,none,92,100,100,4.532599493153256,4.61512051684126,4.61512051684126
female,group D,high school,standard,none,45,63,59,3.828641396489095,4.1588830833596715,4.0943445622221
male,group C,high school,standard,none,75,81,71,4.330733340286331,4.406719247264253,4.276666119016055
female,group A,some college,standard,none,56,58,64,4.04305126783455,4.07753744390572,4.174387269895637
female,group D,some high school,free/reduced,none,48,54,53,3.8918202981106265,4.007333185232471,3.9889840465642745
female,group E,associate's degree,standard,none,100,100,100,4.61512051684126,4.61512051684126,4.61512051684126
female,group C,some high school,free/reduced,completed,65,76,75,4.189654742026425,4.343805421853684,4.330733340286331
male,group D,some college,standard,none,72,57,58,4.290459441148391,4.060443010546419,4.07753744390572
female,group D,some college,standard,none,62,70,72,4.143134726391533,4.2626798770413155,4.290459441148391
male,group A,some high school,standard,completed,66,68,64,4.204692619390966,4.23410650459726,4.174387269895637
male,group C,some college,standard,none,63,63,60,4.1588830833596715,4.1588830833596715,4.110873864173311
female,group E,associate's degree,standard,none,68,76,67,4.23410650459726,4.343805421853684,4.219507705176107
female,group B,bachelor's degree,standard,none,75,84,80,4.330733340286331,4.442651256490317,4.394449154672439
female,group D,bachelor's degree,standard,none,89,100,100,4.499809670330265,4.61512051684126,4.61512051684126
male,group C,some high school,standard,completed,78,72,69,4.3694478524670215,4.290459441148391,4.248495242049359
female,group A,high school,free/reduced,completed,53,50,60,3.9889840465642745,3.9318256327243257,4.110873864173311
female,group D,some college,free/reduced,none,49,65,61,3.912023005428146,4.189654742026425,4.127134385045092
female,group A,some college,standard,none,54,63,67,4.007333185232471,4.1588830833596715,4.219507705176107
female,group C,some college,standard,completed,64,82,77,4.174387269895637,4.418840607796598,4.356708826689592
male,group B,some college,free/reduced,completed,60,62,60,4.110873864173311,4.143134726391533,4.110873864173311
male,group C,associate's degree,standard,none,62,65,58,4.143134726391533,4.189654742026425,4.07753744390572
male,group D,high school,standard,completed,55,41,48,4.02535169073515,3.7376696182833684,3.8918202981106265
female,group C,associate's degree,standard,none,91,95,94,4.5217885770490405,4.564348191467836,4.553876891600541
female,group B,high school,free/reduced,none,8,24,23,2.1972245773362196,3.2188758248682006,3.1780538303479458
male,group D,some high school,standard,none,81,78,78,4.406719247264253,4.3694478524670215,4.3694478524670215
male,group B,some high school,standard,completed,79,85,86,4.382026634673881,4.454347296253507,4.465908118654584
female,group A,some college,standard,completed,78,87,91,4.3694478524670215,4.477336814478207,4.5217885770490405
female,group C,some high school,standard,none,74,75,82,4.31748811353631,4.330733340286331,4.418840607796598
male,group A,high school,standard,none,57,51,54,4.060443010546419,3.9512437185814275,4.007333185232471
female,group C,associate's degree,standard,none,40,59,51,3.713572066704308,4.0943445622221,3.9512437185814275
male,group E,some high school,standard,completed,81,75,76,4.406719247264253,4.330733340286331,4.343805421853684
female,group A,some high school,free/reduced,none,44,45,45,3.8066624897703196,3.828641396489095,3.828641396489095
female,group D,some college,free/reduced,completed,67,86,83,4.219507705176107,4.465908118654584,4.430816798843313
male,group E,high school,free/reduced,completed,86,81,75,4.465908118654584,4.406719247264253,4.330733340286331
female,group B,some high school,standard,completed,65,82,78,4.189654742026425,4.418840607796598,4.3694478524670215
female,group D,associate's degree,free/reduced,none,55,76,76,4.02535169073515,4.343805421853684,4.343805421853684
female,group D,bachelor's degree,free/reduced,none,62,72,74,4.143134726391533,4.290459441148391,4.31748811353631
male,group A,high school,standard,none,63,63,62,4.1588830833596715,4.1588830833596715,4.143134726391533
female,group E,master's degree,standard,completed,88,99,95,4.48863636973214,4.605170185988092,4.564348191467836
male,group C,high school,free/reduced,none,62,55,55,4.143134726391533,4.02535169073515,4.02535169073515
female,group C,high school,free/reduced,completed,59,71,65,4.0943445622221,4.276666119016055,4.189654742026425
female,group D,some college,standard,completed,68,78,77,4.23410650459726,4.3694478524670215,4.356708826689592
female,group D,some college,free/reduced,none,77,86,86,4.356708826689592,4.465908118654584,4.465908118654584
